id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
40612075,"Central Denver, Private Carriage House",12744104,12,3,6.0,6.0,"Denver, CO",1,6,1,1,Sloan Lake,39.75424,-105.03008,Entire guesthouse,3,1.0,1 bath,2.0,,,29.0,1125.0,1,0,0,0,0,49,2,0,0,0,116,,2019-12-26,2026-03-09,4.92,4.98,4.9,5.0,4.98,4.94,4.9,not listed,2,2,0,0,0.62,,0.02725250278086763,,,Medium,,0,True,False,False,False,1
38823263,Comfy Spacious Stay A1,286713983,6,10,6.0,9.0,"Denver, CO",0,3,1,1,Gateway - Green Valley Ranch,39.79242,-104.73929,Private room in home,2,2.0,2 baths,,2.0,55.38,29.0,1125.0,1,29,59,89,269,0,0,0,184,0,0,0.0,,,,,,,,,,not listed,3,0,3,0,,4.032114485685967,0.0,-0.12588207475471172,-1.4954032338281218,Low,27.69,0,False,False,True,False,0
38850626,Updated Sloan’s Lake Garden Level Apartment,58444152,10,4,5.0,11.0,"Denver, CO",1,1,1,1,Sloan Lake,39.75564,-105.05122,Entire rental unit,3,1.0,1 bath,1.0,2.0,61.71,30.0,1125.0,1,1,1,29,299,24,2,0,124,2,120,7405.0,2020-10-07,2026-05-03,4.96,4.96,4.92,4.92,4.88,5.0,4.83,not listed,1,1,0,0,0.34,4.138520924554929,0.013348164627363737,-0.12227097482576678,-1.3585619317729765,Medium,20.57,1,True,False,False,False,1
38874982,Comfy Spacious Stay A2,286713983,6,10,6.0,9.0,"Denver, CO",0,3,1,1,Gateway - Green Valley Ranch,39.79411,-104.73917,Private room in home,2,2.0,2 baths,,2.0,56.07,29.0,1125.0,1,29,59,89,269,0,0,0,184,0,0,0.0,,,,,,,,,,not listed,3,0,3,0,,4.044278584548617,0.0,-0.12548844774823906,-1.479759902988506,Low,28.035,0,False,False,True,False,0
38956369,Designer 4BR 4BA Chef Kitchen Rooftop City Views,54238319,10,5,10.0,0.0,"Denver, CO",1,3,1,1,Villa Park,39.731431677500005,-105.04478977209564,Entire home,8,3.5,3.5 baths,4.0,4.0,577.5,2.0,1125.0,1,13,38,67,247,99,13,2,162,19,91,52553.0,2020-01-02,2026-06-28,4.8,4.9,4.88,4.98,4.81,4.69,4.72,2021-BFN-0000270,1,1,0,0,1.25,6.360438546633731,0.05506117908787542,0.1719737696213901,1.4988788744076353,High,72.1875,0,True,False,False,False,2
38971715,Heart of Den•HotTub•Kitchen•Parking•W\D,246189000,7,3,7.0,3.0,"Denver, CO",0,2,1,1,East Colfax,39.741542,-104.903099,Entire home,3,1.0,1 bath,1.0,1.0,284.15,1.0,1125.0,1,12,38,63,149,80,15,1,149,0,105,29836.0,2020-12-13,2026-05-31,4.83,4.91,4.91,4.96,4.94,4.78,4.76,2023-BFN-0046836,2,2,0,0,1.18,5.6530153576025475,0.04449388209121246,0.0046252444782631,0.5891152236360523,High,94.71666666666665,0,True,False,False,False,2
40615489,Spacious private suite in prime Denver location!,88815989,9,10,6.0,6.0,"Denver, CO",1,2,1,1,Baker,39.71799,-104.99603,Private room in townhouse,2,1.0,1.5 baths,,,,5.0,1125.0,1,0,0,0,0,102,5,0,0,8,50,,2019-12-13,2026-05-08,4.94,4.98,4.98,5.0,4.99,4.94,4.88,2019-BFN-0009159,2,1,1,0,1.28,,0.05672969966629588,,,High,,0,False,False,True,False,2
40620914,Downtown Wonderland Walk To Convention and Museums,3651177,13,9,6.0,6.0,"Denver, CO",0,1,1,1,Civic Center,39.73705,-104.99527,Entire townhouse,12,3.5,3.5 baths,3.0,6.0,191.05,30.0,1125.0,1,0,0,28,303,11,0,0,123,0,0,0.0,2020-08-14,2023-10-16,5.0,5.0,4.82,5.0,5.0,4.73,4.73,not listed,1,1,0,0,0.15,5.257755754791914,0.006117908787541713,-0.04848587769942607,0.08080163591214642,Medium,15.920833333333334,1,True,False,False,False,1
40734347,RiNo Studio,316248773,6,6,6.0,5.0,,1,1,1,1,Five Points,39.76672,-104.97441,Entire guest suite,2,1.0,1 bath,,1.0,136.33,3.0,1125.0,1,27,47,76,256,187,14,4,171,11,98,13360.0,2020-01-19,2026-06-21,4.9,4.95,4.98,4.94,4.96,4.97,4.85,2019-BFN-0010461,1,1,0,0,2.38,4.922386788542191,0.10400444938820912,-0.07970221073447604,-0.3504911175932666,High,68.165,0,True,False,False,False,2
40815722,Luxury Home-Walk to Empire Field /Bronco's Stadium,6970959,13,0,11.0,1.0,"Denver, CO",1,1,1,1,West Colfax,39.74419,-105.03289,Entire townhouse,6,3.5,3.5 baths,3.0,3.0,758.67,2.0,90.0,1,3,25,43,143,107,23,2,138,26,161,122146.0,2019-12-28,2026-06-28,5.0,5.0,5.0,5.0,5.0,4.97,4.95,2022-BFN-0004898,1,1,0,0,1.35,6.6328841284573725,0.059510567296996664,0.27532653014697495,1.849250605218311,High,126.445,0,True,False,False,False,2
40849574,Penthouse with Astonishing Mountain View’s,290636839,6,9,6.0,6.0,"Denver, CO",0,1,1,1,University Park,39.67751,-104.95806,Entire rental unit,2,1.0,1 bath,1.0,1.0,434.9,29.0,90.0,1,27,57,87,87,0,0,0,87,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,6.077412859244347,0.0,0.09062418828370505,1.1349008671640062,Low,217.45,0,True,False,False,False,0
40939522,Urban Oasis in the Heart of Denver - Private Suite,80287875,10,0,4.0,9.0,"Denver, CO",1,2,1,1,Speer,39.72093,-104.97853,Entire guest suite,3,1.0,1 bath,,2.0,206.0,1.0,1125.0,1,28,53,83,263,135,24,4,178,20,168,34608.0,2021-10-05,2026-06-21,4.94,4.96,4.96,4.98,5.0,4.99,4.83,2021-BFN-0005176,1,1,0,0,2.34,5.332718793265369,0.07508342602892103,-0.039957292559184905,0.1772059503479498,High,68.66666666666667,0,True,False,False,False,2
40987547,The Paris Loft & Courtyard,2259717,14,2,10.0,7.0,"New York, NY",0,1,1,1,Five Points,39.7547,-104.99031,Entire loft,2,1.0,1 bath,1.0,1.0,220.91,30.0,180.0,1,30,60,90,365,6,0,0,185,0,0,0.0,2020-10-28,2022-01-15,4.83,4.67,4.83,5.0,4.83,4.67,4.67,not listed,1,1,0,0,0.09,5.402271894267886,0.003337041156840934,-0.0314515263758407,0.26665295190467375,Low,110.455,1,True,False,False,False,0
38982793,Denver Central 2nd  Floor Apt -30 Day Minimum,100182237,9,8,9.0,4.0,,1,5,1,1,Lincoln Park,39.72656,-104.9935,Entire rental unit,2,1.0,1 bath,1.0,1.0,71.87,30.0,180.0,1,0,28,58,61,16,4,1,61,2,240,17249.0,2020-02-03,2026-06-16,5.0,4.94,4.94,5.0,5.0,5.0,4.88,not listed,3,3,0,0,0.21,4.288677031682191,0.008898776418242492,-0.11647495977393733,-1.1654574784218936,Medium,35.935,1,True,False,False,False,1
38996072,Sloan's Lake Garden Apartment,298802183,6,9,6.0,9.0,"Denver, CO",1,1,1,1,Sloan Lake,39.75598,-105.04306,Entire rental unit,2,1.0,1 bath,1.0,1.0,71.93,29.0,1125.0,1,0,0,0,49,36,5,1,49,6,255,18342.0,2019-12-06,2026-05-31,5.0,5.0,4.97,5.0,5.0,5.0,4.92,not listed,1,1,0,0,0.45,4.289500076996142,0.020022246941045607,-0.11644073133859188,-1.1643990218697466,Medium,35.965,0,True,False,False,False,1
39003174,Southwestern Hideaway - Cool + Cozy Living,239157008,7,5,6.0,8.0,"Denver, CO",1,2,1,1,Clayton,39.76654,-104.95674,Entire guest suite,2,1.0,1 bath,1.0,1.0,219.5,2.0,28.0,1,0,0,27,27,161,10,0,27,17,70,15365.0,2019-11-08,2026-04-20,4.93,4.93,4.94,4.98,5.0,4.86,4.83,2019-BFN-0009874,2,2,0,0,1.99,5.395897694886901,0.08954393770856507,-0.03225589460645876,0.25845557445153544,High,109.75,0,True,False,False,False,2
39020559,Denver Oasis - Sunnyside Retreat,91387449,9,10,6.0,8.0,"Denver, CO",1,1,1,1,Sunnyside,39.77143,-105.0239,Entire townhouse,6,2.5,2.5 baths,2.0,4.0,381.0,1.0,1125.0,1,0,0,0,236,96,4,0,56,7,28,10668.0,2019-10-19,2025-09-21,4.94,4.98,4.89,4.97,5.0,4.85,4.82,2019-BFN-0009873,1,1,0,0,1.18,5.945420608606575,0.053392658509454946,0.0598756438650429,0.9651555807842529,High,63.5,0,True,False,False,False,2
39035040,Private Large Room in Nice Condo,67334781,10,2,8.0,3.0,"Denver, CO",0,3,1,1,Indian Creek,39.6838235,-104.894781,Private room in condo,1,1.0,1 shared bath,,1.0,32.76,30.0,365.0,1,0,14,44,319,0,0,0,139,0,0,0.0,,,,,,,,,,not listed,1,0,1,0,,3.5192766697277564,0.0,-0.1387861948799462,-2.154925300582567,Low,32.76,1,False,False,True,False,0
41012492,Be My Guest #1: Quiet Luxury Home w/E-bike Tour,3882052,13,8,13.0,8.0,"Denver, CO",0,1,1,1,Windsor,39.69971,-104.87444,Private room in home,2,1.5,1.5 baths,,2.0,91.33,3.0,730.0,1,25,55,85,360,41,3,1,180,4,21,1918.0,2020-03-29,2026-06-13,4.71,4.8,4.68,4.9,4.71,4.68,4.68,2019-BFN-0011249,1,0,1,0,0.54,4.525369115784536,0.022803114571746386,-0.10537353724356321,-0.8610656265848287,Medium,45.665,0,False,False,True,False,1
41131976,Hip in Denver | King Bed | Patio | Outdoor Grill,57730109,10,4,6.0,6.0,"Denver, CO",1,1,1,1,East Colfax,39.73373,-104.88878,Entire home,6,1.0,1 bath,2.0,3.0,189.5,1.0,1125.0,1,0,26,29,29,254,41,3,29,41,255,48323.0,2020-01-25,2026-06-20,4.91,4.94,4.85,4.97,4.96,4.76,4.9,2026-BFN-0000716,1,1,0,0,3.24,5.249652194566756,0.14126807563959956,-0.049370112279183524,0.07038025780495778,High,31.583333333333332,0,True,False,False,False,2
41179508,"Arts District Historic Home, Walk to Light Rail!",15741985,12,1,12.0,1.0,"Denver, CO",1,1,1,1,Lincoln Park,39.72906,-105.00025,Entire home,3,1.0,1 bath,2.0,,,30.0,365.0,1,28,57,86,86,18,6,1,86,4,255,,2020-02-16,2026-06-28,5.0,4.94,4.72,5.0,5.0,4.89,5.0,not listed,1,1,0,0,0.23,,0.010011123470522803,,,Medium,,1,True,False,False,False,1
41206592,Private parkside retreat,22013506,11,8,6.0,5.0,"Denver, CO",0,1,1,1,Sunnyside,39.77827,-105.00911,Entire home,4,1.0,1 bath,2.0,2.0,225.5,3.0,1125.0,1,0,17,17,17,118,1,1,17,1,7,1579.0,2020-01-13,2026-06-15,4.95,4.95,4.96,4.92,4.98,4.98,4.94,2019-BFN-0011078,1,1,0,0,1.5,5.422744944923089,0.06562847608453838,-0.028833051071913803,0.2929817994676389,High,56.375,0,True,False,False,False,2
41274436,"@Jubilee Park Hill - 2-bedroom, 1-bath. Welcome!",370944955,5,8,5.0,8.0,"Denver, CO",0,9,1,1,Northeast Park Hill,39.76334,-104.92137,Entire home,4,1.0,1 bath,2.0,2.0,88.49,30.0,365.0,1,0,14,44,134,16,4,0,134,3,240,21238.0,2020-08-25,2026-05-17,4.88,4.94,4.75,4.88,5.0,4.69,4.88,not listed,6,6,0,0,0.22,4.494126887194767,0.008898776418242492,-0.10699368318324781,-0.9012439023054678,Medium,22.1225,1,True,False,False,False,1
41318528,"Denver ""Art""BnB",52273751,10,6,9.0,11.0,"Denver, CO",1,5,1,1,Lincoln Park,39.73226,-105.00146,Entire home,4,2.5,2.5 baths,2.0,3.0,119.87,29.0,1125.0,1,0,0,29,124,273,2,0,124,5,116,13905.0,2020-06-22,2026-03-30,4.94,4.95,4.96,4.97,4.97,4.82,4.88,2020-BFN-0001289,4,3,1,0,3.72,4.794715587871366,0.1518353726362625,-0.0890922114975777,-0.5146794272523684,High,29.9675,0,True,False,False,False,2
41347370,Completely Rebuilt Historic Home In Jeff Park,65145576,10,2,4.0,10.0,"Denver, CO",1,4,1,1,Jefferson Park,39.75129,-105.01777,Entire home,9,3.5,3.5 baths,3.0,6.0,593.0,2.0,14.0,1,10,28,43,297,117,48,2,122,54,255,151215.0,2024-02-18,2026-06-14,5.0,4.99,4.95,5.0,4.93,4.93,4.96,2023-BFN-0043473,1,1,0,0,4.06,6.386879319362645,0.06507230255839822,0.18081611541896458,1.5328823595916896,High,65.88888888888889,0,True,False,False,False,2
39073318,"Sweet Retreat on King Street, self Check In",8410190,12,10,12.0,10.0,"Denver, CO",1,6,1,1,Sloan Lake,39.75446,-105.03373,Entire guest suite,1,1.0,1 bath,1.0,,78.88,29.0,180.0,1,12,12,25,205,15,2,0,118,2,116,9150.0,2019-10-06,2026-04-17,4.33,4.33,4.4,4.87,4.8,4.93,4.53,not listed,5,5,0,0,0.18,4.380525508547614,0.008342602892102336,-0.11247593757774398,-1.0473380741861733,Medium,78.88,0,True,False,False,False,1
39082969,Luxury Living in LOHI & Unbelievable Views!,3920621,13,8,13.0,8.0,"Lakewood, CO",1,6,1,1,Highland,39.7677,-105.00205,Entire home,10,1.0,4.5 baths,5.0,,,29.0,1125.0,1,0,0,0,0,11,0,0,0,0,0,,2019-12-25,2021-01-04,5.0,4.91,5.0,5.0,5.0,5.0,5.0,2019-BFN-0011166,1,1,0,0,0.14,,0.006117908787541713,,,Medium,,0,True,False,False,False,1
39135355,Perry Street Zen Retreat,9164310,12,8,6.0,6.0,"Denver, CO",1,2,1,1,West Colfax,39.7343,-105.03855,Entire townhouse,6,2.5,2.5 baths,2.0,3.0,325.0,2.0,1125.0,1,3,4,4,215,129,20,1,35,17,140,45500.0,2020-01-01,2026-06-13,4.95,4.98,4.91,4.98,5.0,4.79,4.89,2020-BFN-0001022,1,1,0,0,1.63,5.786897381366708,0.07174638487208009,0.02792910420929,0.761290804817066,High,54.166666666666664,0,True,False,False,False,2
39222656,"30+ Days Traveling Professional, Interns ,Students",226548401,7,7,6.0,8.0,"Las Vegas, NV",0,1,1,1,Five Points,39.75426,-104.9877,Entire loft,2,1.0,1 bath,1.0,2.0,101.74,30.0,1125.0,1,0,21,51,326,1,0,0,146,0,0,0.0,2022-09-04,2022-09-04,4.0,5.0,5.0,5.0,5.0,2.0,2.0,not listed,1,1,0,0,0.02,4.632201525039122,0.0005561735261401557,-0.0994349037111277,-0.7236765161186021,Low,50.87,1,True,False,False,False,0
41352454,"Entire Private Suite - Spacious, Clean and Cozy",13741887,12,3,6.0,5.0,"Denver, CO",1,1,1,1,Barnum West,39.72053,-105.05103,Entire home,2,1.0,1 bath,1.0,,234.0,1.0,1125.0,1,25,25,25,25,58,1,0,25,10,7,1638.0,2020-02-25,2025-07-06,4.79,4.84,4.88,4.95,4.95,4.74,4.74,2026-BFN-0006126,1,1,0,0,0.75,5.459585514144159,0.03225806451612903,-0.023984022731308455,0.34035967917351106,High,117.0,0,True,False,False,False,2
41537535,Comfortable & cozy in a great location - 1B/1B,3807039,13,8,6.0,5.0,"Denver, CO",1,2,1,1,Washington Virginia Vale,39.70644,-104.92931,Private room in townhouse,2,1.5,1.5 baths,,1.0,107.33,3.0,1125.0,1,8,31,56,56,110,15,2,56,13,105,11270.0,2020-01-27,2026-06-17,4.98,4.98,4.99,4.99,5.0,4.94,4.95,2019-BFN-0010723,2,0,2,0,1.41,4.6851821239574765,0.06117908787541713,-0.09624595448477667,-0.6555421605597505,High,53.665,0,False,False,True,False,2
41551568,Luxe City Retreat,52273751,10,6,9.0,11.0,"Denver, CO",1,5,1,1,Lincoln Park,39.73133,-104.99911,Entire home,2,2.0,2 baths,1.0,1.0,,29.0,1125.0,1,0,0,0,95,22,4,0,95,2,232,,2020-08-16,2026-05-27,4.91,5.0,5.0,5.0,5.0,4.82,4.73,not listed,4,3,1,0,0.31,,0.012235817575083427,,,Medium,,0,True,False,False,False,1
41582325,City Park - Basement Guest Bedroom,16054042,8,3,6.0,5.0,"Denver, CO",0,1,1,1,City Park West,39.74222,-104.96622,Private room in home,2,1.0,1 bath,,1.0,299.02,29.0,365.0,1,30,60,90,365,0,0,0,185,0,0,0.0,,,,,,,,,,not listed,1,0,1,0,,5.703849139100744,0.0,0.013108191704710346,0.6544887190987319,Low,149.51,0,False,False,True,False,0
41656158,Urban Escape: Completely Private Sunny Suite,48781999,10,7,6.0,5.0,"Denver, CO",1,1,1,1,Regis,39.78705019865763,-105.0417840213467,Private room in home,2,1.0,1 private bath,1.0,1.0,190.58,1.0,1125.0,1,21,51,69,121,201,35,5,121,30,245,46692.0,2020-02-02,2026-06-22,4.98,4.98,4.93,4.99,4.99,4.97,4.95,2026-BFN-0008865,1,0,1,0,2.58,5.255305475954746,0.1117908787541713,-0.04875400044296543,0.07765051695693767,High,95.29,0,False,False,True,False,2
41714792,South Park Hill - 1 mi east of Colorado Blvd,26386398,11,5,6.0,5.0,"Denver, CO",0,1,1,1,South Park Hill,39.74181,-104.91867,Private room in home,3,1.0,1 private bath,2.0,,,1.0,90.0,1,0,0,0,0,9,3,1,0,8,21,,2025-04-13,2026-06-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0002174,1,0,1,0,0.61,,0.005005561735261402,,,Low,,0,False,False,True,False,0
41720140,City Park gem w/ private large outdoor patio!,329445449,6,5,6.0,5.0,,0,2,1,1,City Park,39.74095,-104.94325,Entire condo,2,1.0,1 bath,1.0,1.0,74.11,30.0,365.0,1,0,0,0,171,12,2,1,86,3,120,8893.0,2020-03-31,2026-05-31,4.83,4.92,5.0,5.0,4.92,5.0,4.5,not listed,1,1,0,0,0.16,4.31895370569792,0.006674082313681868,-0.11519709818770721,-1.126520929673056,Medium,37.055,1,True,False,False,False,1
41838173,subURBAN Escape (By DTC/Option up to two Bedrooms),74406409,10,1,6.0,5.0,"Denver, CO",0,1,1,1,Hampden South,39.64224654111936,-104.8948428482436,Entire guest suite,2,1.0,1 bath,2.0,2.0,127.25,4.0,14.0,1,27,57,69,69,60,2,0,69,2,16,2036.0,2020-02-16,2025-09-01,4.98,4.98,5.0,4.98,5.0,4.97,4.95,2020-BFN-0000390,1,1,0,0,0.77,4.853981484050879,0.03337041156840934,-0.08488211395008742,-0.4384620245568704,High,63.625,0,True,False,False,False,2
39301235,Brooks Tower Condominium in Denver,301736615,6,8,6.0,8.0,,0,1,1,1,CBD,39.74586,-104.99769,Entire condo,2,2.0,2 baths,1.0,1.0,86.3,30.0,360.0,1,0,0,0,241,3,0,0,61,0,0,0.0,2021-11-28,2023-02-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.05,4.469350462845557,0.001668520578420467,-0.10824302107335672,-0.9331069944665726,Low,43.15,1,True,False,False,False,0
39368690,Charming Victorian Condo,290230837,6,10,6.0,10.0,"Denver, CO",0,7,1,1,Capitol Hill,39.73808,-104.98173,Entire condo,2,1.0,1 bath,1.0,1.0,78.1,29.0,365.0,1,24,52,54,203,4,0,0,54,0,0,0.0,2021-05-31,2024-01-27,5.0,5.0,4.75,4.5,5.0,5.0,5.0,not listed,7,6,1,0,0.06,4.370712874773608,0.002224694104560623,-0.11292090723723483,-1.0599573629857812,Low,39.05,0,True,False,False,False,0
39392908,Loft Downtown Denver,223594810,7,7,7.0,7.0,"Denver, CO",1,3,1,1,Five Points,39.75652,-104.98987,Entire loft,2,1.0,1 bath,1.0,1.0,96.93,30.0,1125.0,1,0,29,59,329,17,2,0,154,2,120,11632.0,2020-02-29,2026-02-22,5.0,5.0,4.94,5.0,5.0,4.94,4.94,not listed,2,2,0,0,0.22,4.584252937732703,0.009454949944382647,-0.10217888327798791,-0.7853395807644861,Medium,48.465,1,True,False,False,False,1
39415255,Peaceful Modern Apartment in Central Denver,24386351,11,6,10.0,0.0,"Denver, CO",1,1,1,1,Speer,39.72033,-104.98053,Entire rental unit,2,1.0,1 bath,1.0,1.0,66.21,29.0,1125.0,1,0,0,0,271,25,4,0,91,3,232,15361.0,2019-12-20,2026-04-30,4.92,5.0,5.0,5.0,5.0,5.0,4.72,not listed,1,1,0,0,0.31,4.2078220459818745,0.013904338153503892,-0.11970384217485808,-1.269438982158777,Medium,33.105,0,True,False,False,False,1
41913036,Beautiful Townhome in Prime Denver Location!,88815989,9,10,6.0,6.0,"Denver, CO",1,2,1,1,Baker,39.71853,-104.99614,Entire townhouse,6,3.5,3.5 baths,3.0,3.0,318.6,3.0,1125.0,1,5,5,5,5,65,9,0,5,6,63,20072.0,2020-06-02,2026-05-29,4.91,4.95,4.94,5.0,4.98,4.88,4.89,2019-BFN-0009159,2,1,1,0,0.88,5.7670702138921195,0.03615127919911012,0.0242780711057754,0.7357925789378097,High,53.1,0,True,False,False,False,2
42045705,Denver So. Park Hill Bungalow duplex,34274795,11,1,11.0,1.0,"Denver, CO",1,6,1,1,South Park Hill,39.74179,-104.93442,Entire bungalow,12,2.0,2 baths,4.0,5.0,253.56,30.0,1125.0,1,18,48,78,108,0,0,0,108,0,0,0.0,,,,,,,,,,not listed,5,5,0,0,,5.5395365645894765,0.0,-0.012825552808691906,0.4431786999010728,Low,21.13,1,True,False,False,False,0
42046990,Denver/Glendale/Cherry Creek - Mid-Century Modern,92058278,9,10,8.0,2.0,"Denver, CO",0,1,1,1,Washington Virginia Vale,39.71091,-104.92111,Entire home,8,2.0,2 baths,4.0,4.0,152.38,29.0,365.0,1,0,12,42,222,161,10,0,137,25,255,38857.0,2020-07-15,2025-09-29,4.88,4.91,4.84,4.99,4.96,4.93,4.71,2020-BFN-0002841,1,1,0,0,2.22,5.032918502336713,0.08954393770856507,-0.0705461042795683,-0.20834461034424925,High,19.0475,0,True,False,False,False,2
42095197,"Washington Park Carriage House,Garage EV charging",88175647,9,10,5.0,9.0,"Denver, CO",1,1,1,1,Washington Park,39.71265,-104.97272,Entire guesthouse,2,1.0,1 bath,1.0,1.0,190.5,1.0,1125.0,1,16,35,55,221,387,68,2,136,69,255,48578.0,2020-10-07,2026-06-21,4.98,4.99,4.99,4.98,5.0,4.98,4.96,2020-BFN-0000825,1,1,0,0,5.55,5.2548878086207,0.21523915461624027,-0.048799638356759364,0.07711338647475822,High,95.25,0,True,False,False,False,2
42119182,Steampunk Victorian,290230837,6,10,6.0,10.0,"Denver, CO",0,7,1,1,Capitol Hill,39.73813,-104.98141,Entire condo,4,1.0,1 bath,2.0,2.0,83.84,29.0,1125.0,1,0,0,0,121,10,0,0,0,0,0,0.0,2020-02-29,2023-01-02,4.8,5.0,4.6,5.0,4.9,4.7,4.8,not listed,7,6,1,0,0.13,4.440767129696482,0.0055617352614015575,-0.10964638692252014,-0.9698658651399178,Medium,20.96,0,True,False,False,False,1
42136551,Monthly Furnished Apt in Cap Hill + Free Parking,334314882,6,4,6.0,4.0,,1,1,1,1,Capitol Hill,39.7347,-104.97765,Entire rental unit,2,1.0,1 bath,1.0,1.0,64.37,30.0,1125.0,1,0,0,0,241,23,4,0,61,4,240,15449.0,2020-06-16,2026-04-01,4.78,4.87,4.52,5.0,4.87,4.91,4.65,not listed,1,1,0,0,0.31,4.180063437624638,0.012791991101223582,-0.12075351419211852,-1.3051372364300327,Medium,32.185,1,True,False,False,False,1
42159807,Downtown RiNo Brand New Modern Condo,294328498,6,9,6.0,4.0,"Denver, CO",1,5,1,1,Five Points,39.75614,-104.98454,Entire condo,2,1.0,1 bath,,1.0,360.0,1.0,1125.0,1,0,22,52,232,143,12,0,147,13,84,30240.0,2020-02-17,2026-05-25,4.91,4.9,4.87,4.89,4.93,4.93,4.8,2020-BFN-0004902,1,1,0,0,1.84,5.8888779583328805,0.07953281423804227,0.04789569149413556,0.8924403394196814,High,180.0,0,True,False,False,False,2
39484905,*Downtown Walk Score of 95! *Private ROOF Hot Tub!,366539,15,5,15.0,3.0,"Denver, CO",1,1,1,1,Five Points,39.753929138183594,-104.98495483398438,Entire townhouse,14,3.5,3.5 baths,3.0,6.0,814.0,1.0,365.0,1,13,36,65,238,285,35,2,153,38,245,199430.0,2020-03-15,2026-06-16,4.95,4.96,4.94,4.97,4.98,4.77,4.81,2019-BFN-0003254,1,1,0,0,3.72,6.703188113240863,0.1585094549499444,0.3068908522747037,1.939663261817837,High,58.142857142857146,0,True,False,False,False,2
39578512,Hip Fun Cap Hill Apt,33434168,11,1,7.0,7.0,"Denver, CO",1,5,1,1,Capitol Hill,39.73639,-104.98116,Entire condo,4,1.0,1 bath,1.0,2.0,79.83,29.0,1125.0,1,0,9,39,73,19,0,0,73,0,0,0.0,2019-10-28,2023-04-30,4.74,4.89,4.79,5.0,4.95,5.0,4.63,not listed,3,3,0,0,0.23,4.392348183745753,0.010567296996662959,-0.11193398735144104,-1.0321338225912045,Medium,19.9575,0,True,False,False,False,1
39653065,"Modern Loft in RiNo, Denver, Colorado",71974473,10,1,6.0,4.0,"Denver, CO",0,1,1,1,Five Points,39.760907,-104.97846,Entire rental unit,4,1.0,1 bath,1.0,2.0,321.3,1.0,1125.0,1,17,36,66,66,273,44,1,66,51,255,81932.0,2020-02-17,2026-06-14,4.9,4.91,4.88,4.93,4.9,4.96,4.83,2020-BFN-0004600,1,1,0,0,3.52,5.775482788821392,0.1518353726362625,0.025818350696320623,0.7466113575680752,High,80.325,0,True,False,False,False,2
39655393,SUNNYSIDE/HIGHLANDS - WALKABLE TO EVERYTHING!,52504099,10,6,8.0,6.0,"Denver, CO",0,3,1,1,Sunnyside,39.77771,-105.01512,Entire guest suite,2,1.0,1 bath,1.0,1.0,80.8,30.0,365.0,1,0,27,57,237,11,0,0,152,0,0,0.0,2020-07-22,2023-06-13,4.73,4.64,4.91,5.0,4.91,5.0,4.73,2020-BFN-0000633,2,2,0,0,0.15,4.404277243608702,0.006117908787541713,-0.11138062764668959,-1.0167927576961568,Medium,40.4,1,True,False,False,False,1
42171778,Denver townhouse in beautiful Cherry Creek,43724964,10,9,8.0,5.0,"Denver, CO",1,1,1,1,Cherry Creek,39.71359,-104.94599,Entire townhouse,6,3.5,3.5 baths,3.0,3.0,564.0,1.0,1125.0,1,7,16,31,121,41,12,1,105,16,84,47376.0,2020-08-31,2026-06-07,4.98,4.98,4.93,4.98,5.0,4.98,4.78,2023-BFN-0014353,1,1,0,0,0.58,6.336825731146441,0.022803114571746386,0.16427237166866399,1.468512211912259,Medium,94.0,0,True,False,False,False,1
42252578,La Veranda Cozy 1 Bd 1 Ba Master Suite w Patio,335671770,6,4,6.0,4.0,"Denver, CO",1,3,1,1,North Park Hill,39.76089,-104.93493,Private room in rental unit,2,1.0,1 private bath,1.0,1.0,176.11,1.0,1125.0,1,21,38,61,61,189,30,0,61,32,210,36983.0,2020-02-18,2026-02-22,4.96,4.95,4.96,4.96,4.96,4.86,4.84,2020-BFN-0000532,3,1,2,0,2.44,5.176771008468541,0.10511679644048944,-0.057008758100443,-0.023346743183063647,High,88.055,0,False,False,True,False,2
